geoID,name,acai,units,Data_Value_missing,Municipality,State
1100403,Alto Paraíso (RO),10000.0,Quilogramas por Hectare,False,Alto Paraíso,RO
1100452,Buritis (RO),6000.0,Quilogramas por Hectare,False,Buritis,RO
1100502,Novo Horizonte do Oeste (RO),9000.0,Quilogramas por Hectare,False,Novo Horizonte do Oeste,RO
1100601,Cacaulândia (RO),8000.0,Quilogramas por Hectare,False,Cacaulândia,RO
1100700,Campo Novo de Rondônia (RO),8000.0,Quilogramas por Hectare,False,Campo Novo de Rondônia,RO
1100809,Candeias do Jamari (RO),7657.0,Quilogramas por Hectare,False,Candeias do Jamari,RO
1100908,Castanheiras (RO),,Quilogramas por Hectare,True,Castanheiras,RO
1100924,Chupinguaia (RO),,Quilogramas por Hectare,True,Chupinguaia,RO
1100940,Cujubim (RO),8000.0,Quilogramas por Hectare,False,Cujubim,RO
1101005,Governador Jorge Teixeira (RO),,Quilogramas por Hectare,True,Governador Jorge Teixeira,RO
1101104,Itapuã do Oeste (RO),7700.0,Quilogramas por Hectare,False,Itapuã do Oeste,RO
1101203,Ministro Andreazza (RO),,Quilogramas por Hectare,True,Ministro Andreazza,RO
1101302,Mirante da Serra (RO),8000.0,Quilogramas por Hectare,False,Mirante da Serra,RO
1101401,Monte Negro (RO),,Quilogramas por Hectare,True,Monte Negro,RO
1101435,Nova União (RO),5600.0,Quilogramas por Hectare,False,Nova União,RO
1101450,Parecis (RO),,Quilogramas por Hectare,True,Parecis,RO
1101468,Pimenteiras do Oeste (RO),,Quilogramas por Hectare,True,Pimenteiras do Oeste,RO
1101476,Primavera de Rondônia (RO),6000.0,Quilogramas por Hectare,False,Primavera de Rondônia,RO
1101484,São Felipe D'Oeste (RO),,Quilogramas por Hectare,True,São Felipe D'Oeste,RO
1101492,São Francisco do Guaporé (RO),6000.0,Quilogramas por Hectare,False,São Francisco do Guaporé,RO
1101500,Seringueiras (RO),,Quilogramas por Hectare,True,Seringueiras,RO
1101559,Teixeirópolis (RO),,Quilogramas por Hectare,True,Teixeirópolis,RO
1101609,Theobroma (RO),,Quilogramas por Hectare,True,Theobroma,RO
1101708,Urupá (RO),,Quilogramas por Hectare,True,Urupá,RO
1101757,Vale do Anari (RO),,Quilogramas por Hectare,True,Vale do Anari,RO
1101807,Vale do Paraíso (RO),7000.0,Quilogramas por Hectare,False,Vale do Paraíso,RO
1200013,Acrelândia (AC),3059.0,Quilogramas por Hectare,False,Acrelândia,AC
1200054,Assis Brasil (AC),,Quilogramas por Hectare,True,Assis Brasil,AC
1200104,Brasiléia (AC),,Quilogramas por Hectare,True,Brasiléia,AC
1200138,Bujari (AC),,Quilogramas por Hectare,True,Bujari,AC
1200179,Capixaba (AC),,Quilogramas por Hectare,True,Capixaba,AC
1200203,Cruzeiro do Sul (AC),,Quilogramas por Hectare,True,Cruzeiro do Sul,AC
1200252,Epitaciolândia (AC),1308.0,Quilogramas por Hectare,False,Epitaciolândia,AC
1200302,Feijó (AC),,Quilogramas por Hectare,True,Feijó,AC
1200328,Jordão (AC),,Quilogramas por Hectare,True,Jordão,AC
1200336,Mâncio Lima (AC),,Quilogramas por Hectare,True,Mâncio Lima,AC
1200344,Manoel Urbano (AC),,Quilogramas por Hectare,True,Manoel Urbano,AC
1200351,Marechal Thaumaturgo (AC),,Quilogramas por Hectare,True,Marechal Thaumaturgo,AC
1200385,Plácido de Castro (AC),2000.0,Quilogramas por Hectare,False,Plácido de Castro,AC
1200393,Porto Walter (AC),,Quilogramas por Hectare,True,Porto Walter,AC
1200401,Rio Branco (AC),,Quilogramas por Hectare,True,Rio Branco,AC
1200427,Rodrigues Alves (AC),,Quilogramas por Hectare,True,Rodrigues Alves,AC
1200435,Santa Rosa do Purus (AC),,Quilogramas por Hectare,True,Santa Rosa do Purus,AC
1200450,Senador Guiomard (AC),,Quilogramas por Hectare,True,Senador Guiomard,AC
1200500,Sena Madureira (AC),,Quilogramas por Hectare,True,Sena Madureira,AC
1200609,Tarauacá (AC),,Quilogramas por Hectare,True,Tarauacá,AC
1200708,Xapuri (AC),,Quilogramas por Hectare,True,Xapuri,AC
1200807,Porto Acre (AC),,Quilogramas por Hectare,True,Porto Acre,AC
1300029,Alvarães (AM),13000.0,Quilogramas por Hectare,False,Alvarães,AM
1300060,Amaturá (AM),11000.0,Quilogramas por Hectare,False,Amaturá,AM
1300086,Anamã (AM),11000.0,Quilogramas por Hectare,False,Anamã,AM
1300102,Anori (AM),12000.0,Quilogramas por Hectare,False,Anori,AM
1300144,Apuí (AM),,Quilogramas por Hectare,True,Apuí,AM
1300201,Atalaia do Norte (AM),11000.0,Quilogramas por Hectare,False,Atalaia do Norte,AM
1300300,Autazes (AM),11200.0,Quilogramas por Hectare,False,Autazes,AM
1300409,Barcelos (AM),10514.0,Quilogramas por Hectare,False,Barcelos,AM
1300508,Barreirinha (AM),11000.0,Quilogramas por Hectare,False,Barreirinha,AM
1300607,Benjamin Constant (AM),12000.0,Quilogramas por Hectare,False,Benjamin Constant,AM
1300631,Beruri (AM),10000.0,Quilogramas por Hectare,False,Beruri,AM
1300680,Boa Vista do Ramos (AM),,Quilogramas por Hectare,True,Boa Vista do Ramos,AM
1300706,Boca do Acre (AM),,Quilogramas por Hectare,True,Boca do Acre,AM
1300805,Borba (AM),10000.0,Quilogramas por Hectare,False,Borba,AM
1300839,Caapiranga (AM),12000.0,Quilogramas por Hectare,False,Caapiranga,AM
1300904,Canutama (AM),10000.0,Quilogramas por Hectare,False,Canutama,AM
1301001,Carauari (AM),12000.0,Quilogramas por Hectare,False,Carauari,AM
1301100,Careiro (AM),10400.0,Quilogramas por Hectare,False,Careiro,AM
1301159,Careiro da Várzea (AM),,Quilogramas por Hectare,True,Careiro da Várzea,AM
1301209,Coari (AM),12000.0,Quilogramas por Hectare,False,Coari,AM
1301308,Codajás (AM),12000.0,Quilogramas por Hectare,False,Codajás,AM
1301407,Eirunepé (AM),12000.0,Quilogramas por Hectare,False,Eirunepé,AM
1301506,Envira (AM),11000.0,Quilogramas por Hectare,False,Envira,AM
1301605,Fonte Boa (AM),7600.0,Quilogramas por Hectare,False,Fonte Boa,AM
1301654,Guajará (AM),,Quilogramas por Hectare,True,Guajará,AM
1301704,Humaitá (AM),10000.0,Quilogramas por Hectare,False,Humaitá,AM
1301803,Ipixuna (AM),12000.0,Quilogramas por Hectare,False,Ipixuna,AM
1301852,Iranduba (AM),10400.0,Quilogramas por Hectare,False,Iranduba,AM
1301902,Itacoatiara (AM),12000.0,Quilogramas por Hectare,False,Itacoatiara,AM
1301951,Itamarati (AM),10000.0,Quilogramas por Hectare,False,Itamarati,AM
1302009,Itapiranga (AM),,Quilogramas por Hectare,True,Itapiranga,AM
1302108,Japurá (AM),12000.0,Quilogramas por Hectare,False,Japurá,AM
1302207,Juruá (AM),14211.0,Quilogramas por Hectare,False,Juruá,AM
1302306,Jutaí (AM),10000.0,Quilogramas por Hectare,False,Jutaí,AM
1302405,Lábrea (AM),10000.0,Quilogramas por Hectare,False,Lábrea,AM
1302504,Manacapuru (AM),12000.0,Quilogramas por Hectare,False,Manacapuru,AM
1302553,Manaquiri (AM),10000.0,Quilogramas por Hectare,False,Manaquiri,AM
1302603,Manaus (AM),12000.0,Quilogramas por Hectare,False,Manaus,AM
1302702,Manicoré (AM),10000.0,Quilogramas por Hectare,False,Manicoré,AM
1302801,Maraã (AM),12000.0,Quilogramas por Hectare,False,Maraã,AM
1302900,Maués (AM),,Quilogramas por Hectare,True,Maués,AM
1303007,Nhamundá (AM),,Quilogramas por Hectare,True,Nhamundá,AM
1303106,Nova Olinda do Norte (AM),12000.0,Quilogramas por Hectare,False,Nova Olinda do Norte,AM
1303205,Novo Airão (AM),11000.0,Quilogramas por Hectare,False,Novo Airão,AM
1303304,Novo Aripuanã (AM),10000.0,Quilogramas por Hectare,False,Novo Aripuanã,AM
1303403,Parintins (AM),,Quilogramas por Hectare,True,Parintins,AM
1303502,Pauini (AM),,Quilogramas por Hectare,True,Pauini,AM
1303536,Presidente Figueiredo (AM),9000.0,Quilogramas por Hectare,False,Presidente Figueiredo,AM
1303569,Rio Preto da Eva (AM),10000.0,Quilogramas por Hectare,False,Rio Preto da Eva,AM
1303601,Santa Isabel do Rio Negro (AM),12000.0,Quilogramas por Hectare,False,Santa Isabel do Rio Negro,AM
1303700,Santo Antônio do Içá (AM),13514.0,Quilogramas por Hectare,False,Santo Antônio do Içá,AM
1303809,São Gabriel da Cachoeira (AM),12000.0,Quilogramas por Hectare,False,São Gabriel da Cachoeira,AM
1303908,São Paulo de Olivença (AM),11000.0,Quilogramas por Hectare,False,São Paulo de Olivença,AM
1303957,São Sebastião do Uatumã (AM),,Quilogramas por Hectare,True,São Sebastião do Uatumã,AM
1304005,Silves (AM),12000.0,Quilogramas por Hectare,False,Silves,AM
1304062,Tabatinga (AM),12000.0,Quilogramas por Hectare,False,Tabatinga,AM
1304104,Tapauá (AM),10000.0,Quilogramas por Hectare,False,Tapauá,AM
1304203,Tefé (AM),13000.0,Quilogramas por Hectare,False,Tefé,AM
1304237,Tonantins (AM),11000.0,Quilogramas por Hectare,False,Tonantins,AM
1304260,Uarini (AM),13000.0,Quilogramas por Hectare,False,Uarini,AM
1304302,Urucará (AM),12000.0,Quilogramas por Hectare,False,Urucará,AM
1304401,Urucurituba (AM),12000.0,Quilogramas por Hectare,False,Urucurituba,AM
1400027,Amajari (RR),7538.0,Quilogramas por Hectare,False,Amajari,RR
1400050,Alto Alegre (RR),,Quilogramas por Hectare,True,Alto Alegre,RR
1400100,Boa Vista (RR),,Quilogramas por Hectare,True,Boa Vista,RR
1400159,Bonfim (RR),,Quilogramas por Hectare,True,Bonfim,RR
1400175,Cantá (RR),,Quilogramas por Hectare,True,Cantá,RR
1400209,Caracaraí (RR),,Quilogramas por Hectare,True,Caracaraí,RR
1400233,Caroebe (RR),7500.0,Quilogramas por Hectare,False,Caroebe,RR
1400282,Iracema (RR),4000.0,Quilogramas por Hectare,False,Iracema,RR
1400308,Mucajaí (RR),6700.0,Quilogramas por Hectare,False,Mucajaí,RR
1400407,Normandia (RR),,Quilogramas por Hectare,True,Normandia,RR
1400456,Pacaraima (RR),6000.0,Quilogramas por Hectare,False,Pacaraima,RR
1400472,Rorainópolis (RR),5500.0,Quilogramas por Hectare,False,Rorainópolis,RR
1400506,São João da Baliza (RR),8000.0,Quilogramas por Hectare,False,São João da Baliza,RR
1400605,São Luiz do Anauá (RR),12000.0,Quilogramas por Hectare,False,São Luiz do Anauá,RR
1400704,Uiramutã (RR),,Quilogramas por Hectare,True,Uiramutã,RR
1500107,Abaetetuba (PA),5600.0,Quilogramas por Hectare,False,Abaetetuba,PA
1500131,Abel Figueiredo (PA),8000.0,Quilogramas por Hectare,False,Abel Figueiredo,PA
1500206,Acará (PA),12000.0,Quilogramas por Hectare,False,Acará,PA
1500305,Afuá (PA),,Quilogramas por Hectare,True,Afuá,PA
1500347,Água Azul do Norte (PA),10000.0,Quilogramas por Hectare,False,Água Azul do Norte,PA
1500404,Alenquer (PA),4961.0,Quilogramas por Hectare,False,Alenquer,PA
1500503,Almeirim (PA),8000.0,Quilogramas por Hectare,False,Almeirim,PA
1500602,Altamira (PA),8000.0,Quilogramas por Hectare,False,Altamira,PA
1500701,Anajás (PA),10000.0,Quilogramas por Hectare,False,Anajás,PA
1500800,Ananindeua (PA),4185.0,Quilogramas por Hectare,False,Ananindeua,PA
1500859,Anapu (PA),6271.0,Quilogramas por Hectare,False,Anapu,PA
1500909,Augusto Corrêa (PA),6444.0,Quilogramas por Hectare,False,Augusto Corrêa,PA
1500958,Aurora do Pará (PA),6000.0,Quilogramas por Hectare,False,Aurora do Pará,PA
1501006,Aveiro (PA),6000.0,Quilogramas por Hectare,False,Aveiro,PA
1501105,Bagre (PA),8800.0,Quilogramas por Hectare,False,Bagre,PA
1501204,Baião (PA),5750.0,Quilogramas por Hectare,False,Baião,PA
1501253,Bannach (PA),,Quilogramas por Hectare,True,Bannach,PA
1501303,Barcarena (PA),7000.0,Quilogramas por Hectare,False,Barcarena,PA
1501402,Belém (PA),4000.0,Quilogramas por Hectare,False,Belém,PA
1501451,Belterra (PA),5600.0,Quilogramas por Hectare,False,Belterra,PA
1501501,Benevides (PA),3125.0,Quilogramas por Hectare,False,Benevides,PA
1501576,Bom Jesus do Tocantins (PA),6000.0,Quilogramas por Hectare,False,Bom Jesus do Tocantins,PA
1501600,Bonito (PA),11700.0,Quilogramas por Hectare,False,Bonito,PA
1501709,Bragança (PA),6000.0,Quilogramas por Hectare,False,Bragança,PA
1501725,Brasil Novo (PA),6000.0,Quilogramas por Hectare,False,Brasil Novo,PA
1501758,Brejo Grande do Araguaia (PA),6000.0,Quilogramas por Hectare,False,Brejo Grande do Araguaia,PA
1501782,Breu Branco (PA),10083.0,Quilogramas por Hectare,False,Breu Branco,PA
1501808,Breves (PA),7715.0,Quilogramas por Hectare,False,Breves,PA
1501907,Bujaru (PA),11379.0,Quilogramas por Hectare,False,Bujaru,PA
1501956,Cachoeira do Piriá (PA),4500.0,Quilogramas por Hectare,False,Cachoeira do Piriá,PA
1502004,Cachoeira do Arari (PA),3423.0,Quilogramas por Hectare,False,Cachoeira do Arari,PA
1502103,Cametá (PA),5261.0,Quilogramas por Hectare,False,Cametá,PA
1502152,Canaã dos Carajás (PA),6000.0,Quilogramas por Hectare,False,Canaã dos Carajás,PA
1502202,Capanema (PA),3000.0,Quilogramas por Hectare,False,Capanema,PA
1502301,Capitão Poço (PA),11803.0,Quilogramas por Hectare,False,Capitão Poço,PA
1502400,Castanhal (PA),8000.0,Quilogramas por Hectare,False,Castanhal,PA
1502509,Chaves (PA),,Quilogramas por Hectare,True,Chaves,PA
1502608,Colares (PA),6000.0,Quilogramas por Hectare,False,Colares,PA
1502707,Conceição do Araguaia (PA),,Quilogramas por Hectare,True,Conceição do Araguaia,PA
1502756,Concórdia do Pará (PA),6500.0,Quilogramas por Hectare,False,Concórdia do Pará,PA
1502764,Cumaru do Norte (PA),5000.0,Quilogramas por Hectare,False,Cumaru do Norte,PA
1502772,Curionópolis (PA),6000.0,Quilogramas por Hectare,False,Curionópolis,PA
1502806,Curralinho (PA),9000.0,Quilogramas por Hectare,False,Curralinho,PA
1502855,Curuá (PA),7000.0,Quilogramas por Hectare,False,Curuá,PA
1502905,Curuçá (PA),7000.0,Quilogramas por Hectare,False,Curuçá,PA
1502939,Dom Eliseu (PA),9283.0,Quilogramas por Hectare,False,Dom Eliseu,PA
1502954,Eldorado do Carajás (PA),5000.0,Quilogramas por Hectare,False,Eldorado do Carajás,PA
1503002,Faro (PA),,Quilogramas por Hectare,True,Faro,PA
1503044,Floresta do Araguaia (PA),,Quilogramas por Hectare,True,Floresta do Araguaia,PA
1503077,Garrafão do Norte (PA),3037.0,Quilogramas por Hectare,False,Garrafão do Norte,PA
1503093,Goianésia do Pará (PA),6000.0,Quilogramas por Hectare,False,Goianésia do Pará,PA
1503101,Gurupá (PA),8000.0,Quilogramas por Hectare,False,Gurupá,PA
1503200,Igarapé-Açu (PA),8401.0,Quilogramas por Hectare,False,Igarapé-Açu,PA
1503309,Igarapé-Miri (PA),5000.0,Quilogramas por Hectare,False,Igarapé-Miri,PA
1503408,Inhangapi (PA),6477.0,Quilogramas por Hectare,False,Inhangapi,PA
1503457,Ipixuna do Pará (PA),8053.0,Quilogramas por Hectare,False,Ipixuna do Pará,PA
1503507,Irituia (PA),5993.0,Quilogramas por Hectare,False,Irituia,PA
1503606,Itaituba (PA),2000.0,Quilogramas por Hectare,False,Itaituba,PA
1503705,Itupiranga (PA),6088.0,Quilogramas por Hectare,False,Itupiranga,PA
1503754,Jacareacanga (PA),2000.0,Quilogramas por Hectare,False,Jacareacanga,PA
1503804,Jacundá (PA),10000.0,Quilogramas por Hectare,False,Jacundá,PA
1503903,Juruti (PA),6000.0,Quilogramas por Hectare,False,Juruti,PA
1504000,Limoeiro do Ajuru (PA),6000.0,Quilogramas por Hectare,False,Limoeiro do Ajuru,PA
1504059,Mãe do Rio (PA),3000.0,Quilogramas por Hectare,False,Mãe do Rio,PA
1504109,Magalhães Barata (PA),8000.0,Quilogramas por Hectare,False,Magalhães Barata,PA
1504208,Marabá (PA),6000.0,Quilogramas por Hectare,False,Marabá,PA
1504307,Maracanã (PA),8872.0,Quilogramas por Hectare,False,Maracanã,PA
1504406,Marapanim (PA),6551.0,Quilogramas por Hectare,False,Marapanim,PA
1504422,Marituba (PA),,Quilogramas por Hectare,True,Marituba,PA
1504455,Medicilândia (PA),15000.0,Quilogramas por Hectare,False,Medicilândia,PA
1504505,Melgaço (PA),6000.0,Quilogramas por Hectare,False,Melgaço,PA
1504604,Mocajuba (PA),2000.0,Quilogramas por Hectare,False,Mocajuba,PA
1504703,Moju (PA),6500.0,Quilogramas por Hectare,False,Moju,PA
1504752,Mojuí dos Campos (PA),6563.0,Quilogramas por Hectare,False,Mojuí dos Campos,PA
1504802,Monte Alegre (PA),3658.0,Quilogramas por Hectare,False,Monte Alegre,PA
1504901,Muaná (PA),4394.0,Quilogramas por Hectare,False,Muaná,PA
1504950,Nova Esperança do Piriá (PA),10000.0,Quilogramas por Hectare,False,Nova Esperança do Piriá,PA
1504976,Nova Ipixuna (PA),8000.0,Quilogramas por Hectare,False,Nova Ipixuna,PA
1505007,Nova Timboteua (PA),3469.0,Quilogramas por Hectare,False,Nova Timboteua,PA
1505031,Novo Progresso (PA),5000.0,Quilogramas por Hectare,False,Novo Progresso,PA
1505064,Novo Repartimento (PA),3000.0,Quilogramas por Hectare,False,Novo Repartimento,PA
1505106,Óbidos (PA),8000.0,Quilogramas por Hectare,False,Óbidos,PA
1505205,Oeiras do Pará (PA),6500.0,Quilogramas por Hectare,False,Oeiras do Pará,PA
1505304,Oriximiná (PA),,Quilogramas por Hectare,True,Oriximiná,PA
1505403,Ourém (PA),10000.0,Quilogramas por Hectare,False,Ourém,PA
1505437,Ourilândia do Norte (PA),10800.0,Quilogramas por Hectare,False,Ourilândia do Norte,PA
1505486,Pacajá (PA),6000.0,Quilogramas por Hectare,False,Pacajá,PA
1505494,Palestina do Pará (PA),8000.0,Quilogramas por Hectare,False,Palestina do Pará,PA
1505502,Paragominas (PA),4817.0,Quilogramas por Hectare,False,Paragominas,PA
1505536,Parauapebas (PA),6000.0,Quilogramas por Hectare,False,Parauapebas,PA
1505551,Pau D'Arco (PA),,Quilogramas por Hectare,True,Pau D'Arco,PA
1505601,Peixe-Boi (PA),3950.0,Quilogramas por Hectare,False,Peixe-Boi,PA
1505635,Piçarra (PA),,Quilogramas por Hectare,True,Piçarra,PA
1505650,Placas (PA),,Quilogramas por Hectare,True,Placas,PA
1505700,Ponta de Pedras (PA),3867.0,Quilogramas por Hectare,False,Ponta de Pedras,PA
1505809,Portel (PA),10000.0,Quilogramas por Hectare,False,Portel,PA
1505908,Porto de Moz (PA),8000.0,Quilogramas por Hectare,False,Porto de Moz,PA
1506005,Prainha (PA),3000.0,Quilogramas por Hectare,False,Prainha,PA
1506104,Primavera (PA),,Quilogramas por Hectare,True,Primavera,PA
1506112,Quatipuru (PA),10000.0,Quilogramas por Hectare,False,Quatipuru,PA
1506138,Redenção (PA),,Quilogramas por Hectare,True,Redenção,PA
1506161,Rio Maria (PA),,Quilogramas por Hectare,True,Rio Maria,PA
1506187,Rondon do Pará (PA),7440.0,Quilogramas por Hectare,False,Rondon do Pará,PA
1506195,Rurópolis (PA),,Quilogramas por Hectare,True,Rurópolis,PA
1506203,Salinópolis (PA),,Quilogramas por Hectare,True,Salinópolis,PA
1506302,Salvaterra (PA),4000.0,Quilogramas por Hectare,False,Salvaterra,PA
1506351,Santa Bárbara do Pará (PA),4700.0,Quilogramas por Hectare,False,Santa Bárbara do Pará,PA
1506500,Santa Izabel do Pará (PA),10500.0,Quilogramas por Hectare,False,Santa Izabel do Pará,PA
1506559,Santa Luzia do Pará (PA),,Quilogramas por Hectare,True,Santa Luzia do Pará,PA
1506583,Santa Maria das Barreiras (PA),2000.0,Quilogramas por Hectare,False,Santa Maria das Barreiras,PA
1506609,Santa Maria do Pará (PA),5123.0,Quilogramas por Hectare,False,Santa Maria do Pará,PA
1506708,Santana do Araguaia (PA),,Quilogramas por Hectare,True,Santana do Araguaia,PA
1506807,Santarém (PA),4000.0,Quilogramas por Hectare,False,Santarém,PA
1506906,Santarém Novo (PA),,Quilogramas por Hectare,True,Santarém Novo,PA
1507003,Santo Antônio do Tauá (PA),7428.0,Quilogramas por Hectare,False,Santo Antônio do Tauá,PA
1507102,São Caetano de Odivelas (PA),8000.0,Quilogramas por Hectare,False,São Caetano de Odivelas,PA
1507151,São Domingos do Araguaia (PA),5000.0,Quilogramas por Hectare,False,São Domingos do Araguaia,PA
1507201,São Domingos do Capim (PA),5000.0,Quilogramas por Hectare,False,São Domingos do Capim,PA
1507300,São Félix do Xingu (PA),,Quilogramas por Hectare,True,São Félix do Xingu,PA
1507409,São Francisco do Pará (PA),7000.0,Quilogramas por Hectare,False,São Francisco do Pará,PA
1507458,São Geraldo do Araguaia (PA),13000.0,Quilogramas por Hectare,False,São Geraldo do Araguaia,PA
1507466,São João da Ponta (PA),6000.0,Quilogramas por Hectare,False,São João da Ponta,PA
1507474,São João de Pirabas (PA),3000.0,Quilogramas por Hectare,False,São João de Pirabas,PA
1507508,São João do Araguaia (PA),8640.0,Quilogramas por Hectare,False,São João do Araguaia,PA
1507607,São Miguel do Guamá (PA),12000.0,Quilogramas por Hectare,False,São Miguel do Guamá,PA
1507706,São Sebastião da Boa Vista (PA),3155.0,Quilogramas por Hectare,False,São Sebastião da Boa Vista,PA
1507755,Sapucaia (PA),,Quilogramas por Hectare,True,Sapucaia,PA
1507805,Senador José Porfírio (PA),,Quilogramas por Hectare,True,Senador José Porfírio,PA
1507904,Soure (PA),,Quilogramas por Hectare,True,Soure,PA
1507953,Tailândia (PA),10000.0,Quilogramas por Hectare,False,Tailândia,PA
1507961,Terra Alta (PA),6948.0,Quilogramas por Hectare,False,Terra Alta,PA
1507979,Terra Santa (PA),,Quilogramas por Hectare,True,Terra Santa,PA
1508001,Tomé-Açu (PA),2960.0,Quilogramas por Hectare,False,Tomé-Açu,PA
1508035,Tracuateua (PA),6000.0,Quilogramas por Hectare,False,Tracuateua,PA
1508050,Trairão (PA),4701.0,Quilogramas por Hectare,False,Trairão,PA
1508084,Tucumã (PA),2456.0,Quilogramas por Hectare,False,Tucumã,PA
1508100,Tucuruí (PA),9000.0,Quilogramas por Hectare,False,Tucuruí,PA
1508126,Ulianópolis (PA),7467.0,Quilogramas por Hectare,False,Ulianópolis,PA
1508159,Uruará (PA),6000.0,Quilogramas por Hectare,False,Uruará,PA
1508209,Vigia (PA),7140.0,Quilogramas por Hectare,False,Vigia,PA
1508308,Viseu (PA),6800.0,Quilogramas por Hectare,False,Viseu,PA
1508357,Vitória do Xingu (PA),6000.0,Quilogramas por Hectare,False,Vitória do Xingu,PA
1508407,Xinguara (PA),,Quilogramas por Hectare,True,Xinguara,PA
1600055,Serra do Navio (AP),,Quilogramas por Hectare,True,Serra do Navio,AP
1600105,Amapá (AP),12200.0,Quilogramas por Hectare,False,Amapá,AP
1600154,Pedra Branca do Amapari (AP),,Quilogramas por Hectare,True,Pedra Branca do Amapari,AP
1600204,Calçoene (AP),12500.0,Quilogramas por Hectare,False,Calçoene,AP
1600212,Cutias (AP),,Quilogramas por Hectare,True,Cutias,AP
1600238,Ferreira Gomes (AP),10800.0,Quilogramas por Hectare,False,Ferreira Gomes,AP
1600253,Itaubal (AP),,Quilogramas por Hectare,True,Itaubal,AP
1600279,Laranjal do Jari (AP),12300.0,Quilogramas por Hectare,False,Laranjal do Jari,AP
1600303,Macapá (AP),13654.0,Quilogramas por Hectare,False,Macapá,AP
1600402,Mazagão (AP),,Quilogramas por Hectare,True,Mazagão,AP
1600501,Oiapoque (AP),12286.0,Quilogramas por Hectare,False,Oiapoque,AP
1600535,Porto Grande (AP),11800.0,Quilogramas por Hectare,False,Porto Grande,AP
1600550,Pracuúba (AP),10980.0,Quilogramas por Hectare,False,Pracuúba,AP
1600600,Santana (AP),12625.0,Quilogramas por Hectare,False,Santana,AP
1600709,Tartarugalzinho (AP),11150.0,Quilogramas por Hectare,False,Tartarugalzinho,AP
1600808,Vitória do Jari (AP),,Quilogramas por Hectare,True,Vitória do Jari,AP
1700251,Abreulândia (TO),,Quilogramas por Hectare,True,Abreulândia,TO
1700301,Aguiarnópolis (TO),,Quilogramas por Hectare,True,Aguiarnópolis,TO
1700350,Aliança do Tocantins (TO),,Quilogramas por Hectare,True,Aliança do Tocantins,TO
1700400,Almas (TO),,Quilogramas por Hectare,True,Almas,TO
1700707,Alvorada (TO),,Quilogramas por Hectare,True,Alvorada,TO
1701002,Ananás (TO),,Quilogramas por Hectare,True,Ananás,TO
1701051,Angico (TO),,Quilogramas por Hectare,True,Angico,TO
1701101,Aparecida do Rio Negro (TO),,Quilogramas por Hectare,True,Aparecida do Rio Negro,TO
1701309,Aragominas (TO),,Quilogramas por Hectare,True,Aragominas,TO
1701903,Araguacema (TO),,Quilogramas por Hectare,True,Araguacema,TO
1702000,Araguaçu (TO),,Quilogramas por Hectare,True,Araguaçu,TO
1702109,Araguaína (TO),,Quilogramas por Hectare,True,Araguaína,TO
