"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes",,,,,,
Variável - Rendimento médio da produção,,,,,,
MU,1502707,Conceição do Araguaia (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1502756,Concórdia do Pará (PA),..,Quilogramas por Hectare,6500,Quilogramas por Hectare
MU,1502764,Cumaru do Norte (PA),..,Quilogramas por Hectare,5000,Quilogramas por Hectare
MU,1502772,Curionópolis (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1502806,Curralinho (PA),..,Quilogramas por Hectare,9000,Quilogramas por Hectare
MU,1502855,Curuá (PA),..,Quilogramas por Hectare,7000,Quilogramas por Hectare
MU,1502905,Curuçá (PA),..,Quilogramas por Hectare,7000,Quilogramas por Hectare
MU,1502939,Dom Eliseu (PA),..,Quilogramas por Hectare,9283,Quilogramas por Hectare
MU,1502954,Eldorado do Carajás (PA),..,Quilogramas por Hectare,5000,Quilogramas por Hectare
MU,1503002,Faro (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1503044,Floresta do Araguaia (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1503077,Garrafão do Norte (PA),..,Quilogramas por Hectare,3037,Quilogramas por Hectare
MU,1503093,Goianésia do Pará (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1503101,Gurupá (PA),..,Quilogramas por Hectare,8000,Quilogramas por Hectare
MU,1503200,Igarapé-Açu (PA),..,Quilogramas por Hectare,8401,Quilogramas por Hectare
MU,1503309,Igarapé-Miri (PA),..,Quilogramas por Hectare,5000,Quilogramas por Hectare
MU,1503408,Inhangapi (PA),..,Quilogramas por Hectare,6477,Quilogramas por Hectare
MU,1503457,Ipixuna do Pará (PA),..,Quilogramas por Hectare,8053,Quilogramas por Hectare
MU,1503507,Irituia (PA),..,Quilogramas por Hectare,5993,Quilogramas por Hectare
MU,1503606,Itaituba (PA),..,Quilogramas por Hectare,2000,Quilogramas por Hectare
MU,1503705,Itupiranga (PA),..,Quilogramas por Hectare,6088,Quilogramas por Hectare
MU,1503754,Jacareacanga (PA),..,Quilogramas por Hectare,2000,Quilogramas por Hectare
MU,1503804,Jacundá (PA),..,Quilogramas por Hectare,10000,Quilogramas por Hectare
MU,1503903,Juruti (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1504000,Limoeiro do Ajuru (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1504059,Mãe do Rio (PA),..,Quilogramas por Hectare,3000,Quilogramas por Hectare
MU,1504109,Magalhães Barata (PA),..,Quilogramas por Hectare,8000,Quilogramas por Hectare
MU,1504208,Marabá (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1504307,Maracanã (PA),..,Quilogramas por Hectare,8872,Quilogramas por Hectare
MU,1504406,Marapanim (PA),..,Quilogramas por Hectare,6551,Quilogramas por Hectare
MU,1504422,Marituba (PA),..,Quilogramas por Hectare,...,Quilogramas por Hectare
MU,1504455,Medicilândia (PA),..,Quilogramas por Hectare,15000,Quilogramas por Hectare
MU,1504505,Melgaço (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1504604,Mocajuba (PA),..,Quilogramas por Hectare,2000,Quilogramas por Hectare
MU,1504703,Moju (PA),..,Quilogramas por Hectare,6500,Quilogramas por Hectare
MU,1504752,Mojuí dos Campos (PA),..,Quilogramas por Hectare,6563,Quilogramas por Hectare
MU,1504802,Monte Alegre (PA),..,Quilogramas por Hectare,3658,Quilogramas por Hectare
MU,1504901,Muaná (PA),..,Quilogramas por Hectare,4394,Quilogramas por Hectare
MU,1504950,Nova Esperança do Piriá (PA),..,Quilogramas por Hectare,10000,Quilogramas por Hectare
MU,1504976,Nova Ipixuna (PA),..,Quilogramas por Hectare,8000,Quilogramas por Hectare
MU,1505007,Nova Timboteua (PA),..,Quilogramas por Hectare,3469,Quilogramas por Hectare
MU,1505031,Novo Progresso (PA),..,Quilogramas por Hectare,5000,Quilogramas por Hectare
MU,1505064,Novo Repartimento (PA),..,Quilogramas por Hectare,3000,Quilogramas por Hectare
MU,1505106,Óbidos (PA),..,Quilogramas por Hectare,8000,Quilogramas por Hectare
MU,1505205,Oeiras do Pará (PA),..,Quilogramas por Hectare,6500,Quilogramas por Hectare
MU,1505304,Oriximiná (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1505403,Ourém (PA),..,Quilogramas por Hectare,10000,Quilogramas por Hectare
MU,1505437,Ourilândia do Norte (PA),..,Quilogramas por Hectare,10800,Quilogramas por Hectare
MU,1505486,Pacajá (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1505494,Palestina do Pará (PA),..,Quilogramas por Hectare,8000,Quilogramas por Hectare
MU,1505502,Paragominas (PA),..,Quilogramas por Hectare,4817,Quilogramas por Hectare
MU,1505536,Parauapebas (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1505551,Pau D'Arco (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1505601,Peixe-Boi (PA),..,Quilogramas por Hectare,3950,Quilogramas por Hectare
MU,1505635,Piçarra (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1505650,Placas (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1505700,Ponta de Pedras (PA),..,Quilogramas por Hectare,3867,Quilogramas por Hectare
MU,1505809,Portel (PA),..,Quilogramas por Hectare,10000,Quilogramas por Hectare
MU,1505908,Porto de Moz (PA),..,Quilogramas por Hectare,8000,Quilogramas por Hectare
MU,1506005,Prainha (PA),..,Quilogramas por Hectare,3000,Quilogramas por Hectare
MU,1506104,Primavera (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1506112,Quatipuru (PA),..,Quilogramas por Hectare,10000,Quilogramas por Hectare
MU,1506138,Redenção (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1506161,Rio Maria (PA),..,Quilogramas por Hectare,...,Quilogramas por Hectare
MU,1506187,Rondon do Pará (PA),..,Quilogramas por Hectare,7440,Quilogramas por Hectare
MU,1506195,Rurópolis (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1506203,Salinópolis (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1506302,Salvaterra (PA),..,Quilogramas por Hectare,4000,Quilogramas por Hectare
MU,1506351,Santa Bárbara do Pará (PA),..,Quilogramas por Hectare,4700,Quilogramas por Hectare
MU,1506500,Santa Izabel do Pará (PA),..,Quilogramas por Hectare,10500,Quilogramas por Hectare
MU,1506559,Santa Luzia do Pará (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1506583,Santa Maria das Barreiras (PA),..,Quilogramas por Hectare,2000,Quilogramas por Hectare
MU,1506609,Santa Maria do Pará (PA),..,Quilogramas por Hectare,5123,Quilogramas por Hectare
MU,1506708,Santana do Araguaia (PA),..,Quilogramas por Hectare,...,Quilogramas por Hectare
MU,1506807,Santarém (PA),..,Quilogramas por Hectare,4000,Quilogramas por Hectare
MU,1506906,Santarém Novo (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1507003,Santo Antônio do Tauá (PA),..,Quilogramas por Hectare,7428,Quilogramas por Hectare
MU,1507102,São Caetano de Odivelas (PA),..,Quilogramas por Hectare,8000,Quilogramas por Hectare
MU,1507151,São Domingos do Araguaia (PA),..,Quilogramas por Hectare,5000,Quilogramas por Hectare
MU,1507201,São Domingos do Capim (PA),..,Quilogramas por Hectare,5000,Quilogramas por Hectare
MU,1507300,São Félix do Xingu (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1507409,São Francisco do Pará (PA),..,Quilogramas por Hectare,7000,Quilogramas por Hectare
MU,1507458,São Geraldo do Araguaia (PA),..,Quilogramas por Hectare,13000,Quilogramas por Hectare
MU,1507466,São João da Ponta (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1507474,São João de Pirabas (PA),..,Quilogramas por Hectare,3000,Quilogramas por Hectare
MU,1507508,São João do Araguaia (PA),..,Quilogramas por Hectare,8640,Quilogramas por Hectare
MU,1507607,São Miguel do Guamá (PA),..,Quilogramas por Hectare,12000,Quilogramas por Hectare
MU,1507706,São Sebastião da Boa Vista (PA),..,Quilogramas por Hectare,3155,Quilogramas por Hectare
MU,1507755,Sapucaia (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1507805,Senador José Porfírio (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1507904,Soure (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1507953,Tailândia (PA),..,Quilogramas por Hectare,10000,Quilogramas por Hectare
MU,1507961,Terra Alta (PA),..,Quilogramas por Hectare,6948,Quilogramas por Hectare
MU,1507979,Terra Santa (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1508001,Tomé-Açu (PA),..,Quilogramas por Hectare,2960,Quilogramas por Hectare
MU,1508035,Tracuateua (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1508050,Trairão (PA),..,Quilogramas por Hectare,4701,Quilogramas por Hectare
MU,1508084,Tucumã (PA),..,Quilogramas por Hectare,2456,Quilogramas por Hectare
MU,1508100,Tucuruí (PA),..,Quilogramas por Hectare,9000,Quilogramas por Hectare
MU,1508126,Ulianópolis (PA),..,Quilogramas por Hectare,7467,Quilogramas por Hectare
MU,1508159,Uruará (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1508209,Vigia (PA),..,Quilogramas por Hectare,7140,Quilogramas por Hectare
MU,1508308,Viseu (PA),..,Quilogramas por Hectare,6800,Quilogramas por Hectare
MU,1508357,Vitória do Xingu (PA),..,Quilogramas por Hectare,6000,Quilogramas por Hectare
MU,1508407,Xinguara (PA),..,Quilogramas por Hectare,-,Quilogramas por Hectare
MU,1600055,Serra do Navio (AP),..,Quilogramas por Hectare,-,Quilogramas por Hectare
